!CSV A.01.01
!Keysight Technologies,P9382B,MY61100054,A.15.75.22
!Date: Monday, November 28, 2022 14:46:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
85660000,-37.377747,21.548744,-69.418259,-128.13882,-68.697319,43.905445,-65.125679,144.19847,-65.116753,-113.87189,-34.040989,-28.571329,-61.095711,-155.73885,-60.886501,127.77634,-77.900749,-34.110855,-67.068047,-129.29475,-39.827869,41.45433,-62.025887,132.52373,-68.877678,176.63292,-61.082664,79.896996,-67.204552,150.32748,-36.840958,84.089996
85971250,-39.973362,18.122026,-69.65699,-66.848732,-74.945656,-29.910652,-61.175495,148.43079,-68.400856,5.4640121,-36.08392,-16.011013,-57.024197,-155.15636,-74.001091,99.084488,-66.502449,-71.20739,-59.529011,-136.47913,-38.425026,53.29335,-59.135319,116.10844,-63.750328,94.375008,-58.889874,76.302216,-66.872253,122.37376,-35.599766,71.449486
86282500,-42.149509,20.062136,-63.90316,-55.740433,-63.057858,-36.175426,-62.266365,106.92345,-63.997864,-70.153732,-36.115852,-1.7543082,-55.310581,-169.61539,-63.407822,50.142651,-64.829712,-30.132206,-55.719452,-171.13268,-35.912209,50.649906,-58.187489,85.693901,-59.631855,93.478752,-71.200165,65.333,-59.111351,109.29781,-35.476891,58.604942
86593750,-44.317242,27.690056,-67.911018,-81.000778,-69.980316,-69.078278,-62.754932,97.554787,-66.980141,-90.175072,-34.980564,8.5382481,-55.486645,-178.79169,-65.802162,91.313416,-61.616966,-33.930527,-53.590157,-165.53381,-35.462208,39.463726,-61.500164,103.20586,-60.359104,107.45052,-89.619202,162.71858,-60.801155,63.792156,-36.058434,50.317467
86905000,-45.169342,48.616989,-67.658562,-84.031586,-65.078194,-97.917397,-62.319416,136.19957,-66.842987,-27.704823,-33.255875,9.3513594,-54.784512,-173.6129,-67.358398,61.874378,-66.339912,-56.482559,-56.516056,176.36446,-35.757591,34.436138,-59.857471,69.372711,-66.315811,101.99406,-71.372162,9.7728825,-61.57468,76.146164,-36.808804,40.456612
87216250,-43.671169,63.76421,-85.172127,-6.8401661,-71.955215,-126.22982,-62.746799,113.82313,-63.386837,-87.139236,-32.165306,0.91753691,-52.399761,168.95221,-64.975517,55.039745,-89.664345,-64.229126,-52.84737,152.13919,-35.502304,38.062943,-60.842789,93.034149,-67.741745,101.3013,-71.763786,139.95528,-59.899776,80.155151,-38.324665,41.041508
87527500,-41.426914,67.567101,-63.545242,-50.197174,-66.343712,-73.071869,-60.678024,105.37124,-63.446861,-122.58315,-31.687132,-7.6051254,-53.36808,141.55699,-67.32132,77.50766,-74.385941,-75.734016,-53.850304,153.46895,-34.761703,32.131519,-57.986938,36.812714,-63.702827,100.42031,-67.342369,62.900143,-59.124481,74.423569,-38.577858,55.461441
87838750,-40.202583,64.320824,-66.359108,-27.982954,-65.264175,-91.71479,-74.057388,163.68411,-63.648464,-91.381027,-31.587988,-16.320185,-51.290623,127.43573,-59.591282,85.787941,-64.654854,-124.67975,-52.881313,134.09918,-34.841877,22.720522,-61.686321,59.37603,-63.527767,84.31987,-63.654594,93.272606,-64.32312,32.894222,-36.115391,52.794231
88150000,-39.716469,53.697681,-65.649696,-80.586906,-65.48407,-147.28377,-65.569183,75.02935,-67.909218,-152.38582,-31.738104,-25.843554,-53.672577,129.92761,-66.375877,27.487373,-75.58374,-12.255123,-53.936806,128.37317,-35.413494,14.759584,-63.210281,63.089863,-59.557217,102.16956,-68.878868,94.676353,-64.367737,17.805071,-34.716316,41.425713
88461250,-40.278244,47.928501,-60.173744,-100.11007,-66.06604,175.90532,-62.44009,95.614922,-62.35569,-91.263535,-32.802971,-37.521435,-54.41193,114.22496,-64.835922,27.35745,-69.452271,-176.20198,-52.611542,124.55582,-35.983208,6.3838744,-67.158577,61.403202,-65.411674,65.469521,-61.959068,31.730143,-68.849297,74.225128,-34.879498,24.596767
88772500,-41.179123,51.861965,-66.796555,-71.01162,-66.103249,152.28865,-65.385277,104.32294,-60.290615,-94.217117,-35.533577,-47.02869,-52.732647,123.82256,-68.628853,48.015991,-76.749702,169.81749,-54.720219,116.86382,-37.285892,-3.5818563,-65.766647,80.613487,-66.225395,138.47612,-61.430412,6.1594725,-61.106499,68.790779,-35.726799,15.285762
89083750,-39.897125,55.291859,-61.017841,-97.068581,-69.05526,106.60162,-66.696785,112.3226,-67.962395,-105.98052,-38.303341,-37.132435,-54.114479,113.35295,-65.360115,1.86224,-78.668015,-138.72012,-52.481426,104.10017,-39.409325,-9.9580088,-60.797153,56.959873,-83.152954,95.391403,-70.88929,6.3385429,-60.211166,34.437397,-35.982227,8.046978
89395000,-39.144089,43.986622,-66.225052,-102.08704,-67.730324,-110.80592,-62.442627,131.68799,-62.973587,-64.611832,-38.532814,-28.964195,-55.822124,113.43233,-66.116608,29.634151,-71.839134,-141.84373,-55.286469,84.196808,-42.414288,-12.243174,-60.126083,17.638773,-72.012032,130.04536,-62.252487,7.3710351,-59.395081,36.612133,-36.388577,-1.2125974
89706250,-39.914345,34.042435,-65.628647,-125.819,-74.871956,-5.1648674,-62.799969,120.84904,-75.149361,-58.806694,-40.994381,-35.869251,-58.805298,100.43867,-68.02813,-12.442126,-76.938217,-175.82292,-57.206409,110.05587,-47.688026,-10.911529,-64.084221,1.6693823,-61.776154,97.393394,-66.42601,7.3551645,-62.811264,23.466133,-36.37833,-12.094712
90017500,-40.96711,30.536797,-68.893265,-90.454765,-70.356857,178.04245,-64.611237,142.71292,-80.073776,-151.10605,-47.204124,-7.2156134,-53.949238,125.10686,-70.991081,100.86707,-66.67086,166.61539,-57.190777,137.53198,-49.748417,63.171108,-60.088547,-23.840017,-62.139797,88.886879,-71.108681,88.56942,-62.022266,15.083414,-37.19957,-27.42415
90328750,-41.979843,27.981091,-78.210228,-27.321899,-64.609764,152.88213,-57.494656,95.790314,-73.946327,-155.5103,-41.341179,41.130333,-52.287777,111.56193,-70.9347,92.000473,-80.52092,105.91936,-52.751644,109.60028,-42.883465,66.039131,-72.356728,17.797468,-62.725689,115.49998,-72.189888,3.9217567,-74.251938,56.844162,-39.268097,-47.557903
90640000,-41.710918,23.746187,-66.752892,-90.100883,-72.548126,6.4807425,-63.332306,109.02441,-69.90831,-80.939194,-36.312584,36.268967,-53.581085,112.06506,-71.258095,-169.1763,-65.197693,63.441242,-52.609898,104.06229,-40.799904,53.558315,-76.605995,47.861153,-59.035603,68.407486,-74.002411,115.59595,-74.388527,13.869784,-41.421188,-61.278088
90951250,-41.160091,10.174669,-64.903374,-80.240257,-65.315704,-99.047607,-58.632149,104.39462,-66.472511,-109.27605,-33.583405,21.536812,-52.789482,77.503754,-69.08474,85.512497,-68.434509,-17.829824,-55.03524,94.945572,-39.747253,44.789261,-64.002907,-89.023994,-59.451271,77.633934,-65.872963,95.424057,-85.49263,6.1802378,-43.604893,-68.111954
91262500,-42.132805,-11.822603,-64.746918,-56.21291,-65.566452,155.6366,-57.650372,83.137466,-64.455925,-117.09984,-32.17881,5.3669195,-55.860828,86.932838,-66.438568,59.730373,-71.511612,-105.85098,-56.142529,87.620705,-39.196503,42.070126,-65.011894,-147.62225,-58.514488,83.919685,-80.998299,-84.287361,-64.698456,176.6107,-43.595547,-86.005646
91573750,-44.782097,-44.84869,-65.431015,-85.946098,-74.017059,-121.61036,-59.723461,67.361557,-62.638004,-134.38527,-31.863707,-12.058074,-53.974121,91.717896,-67.242653,43.522675,-73.176857,-136.4995,-54.122864,86.719444,-38.533661,32.153271,-61.741779,177.77023,-63.232967,47.632702,-64.829277,38.88612,-59.88681,149.61124,-44.365036,-123.58374
91885000,-48.818504,-96.719658,-67.59333,-111.87409,-73.261642,86.655365,-63.362091,105.41066,-67.999107,-95.531784,-33.101501,-28.980793,-54.162727,94.758865,-68.412323,-132.82283,-69.761787,-87.946083,-53.436825,84.849983,-38.855644,18.570108,-58.89098,133.65457,-63.721252,64.360489,-68.472916,37.708927,-59.158073,136.38463,-47.992599,-175.4382
92196250,-48.60714,-135.67805,-63.593159,-137.18088,-62.568317,-108.71466,-65.324638,58.631027,-64.358025,-100.25383,-34.769234,-39.121502,-53.924686,75.819084,-68.493675,-6.9429269,-62.682701,-141.29147,-54.327873,76.912636,-40.556602,6.8289609,-57.033749,117.87067,-61.144409,92.740738,-68.207878,63.373009,-55.387859,110.11733,-55.248642,123.58511
92507500,-45.830666,-155.98131,-64.312309,-71.330048,-78.422707,-117.60247,-66.594078,91.890121,-61.042198,-151.00241,-36.823273,-48.740273,-54.486897,71.429176,-73.540291,125.4888,-62.338341,-137.58759,-54.005783,75.716202,-42.73336,-1.5204779,-55.184917,85.452141,-62.549622,89.251541,-70.569023,-155.6626,-56.577991,97.290787,-59.459938,14.550207
92818750,-43.924706,-165.5687,-64.348831,-66.13829,-67.367203,-112.82333,-59.544067,88.952316,-64.89006,-110.95596,-39.546658,-48.356689,-56.16592,68.183861,-71.133316,-152.29358,-68.947601,148.27008,-55.654701,59.794685,-45.620861,-12.923707,-54.893749,70.002357,-60.534058,66.328415,-73.355316,-8.8029413,-57.95459,68.837738,-54.843044,-63.46336
93130000,-42.394009,-170.89799,-70.957298,-165.08247,-76.633331,-149.21219,-59.101837,89.25724,-65.698669,-107.75955,-41.403011,-28.622219,-55.792831,47.273315,-69.913277,-70.310631,-71.046249,149.02226,-56.731392,75.926064,-47.749454,-22.082405,-59.128963,50.344635,-59.188442,74.970879,-71.037071,143.14008,-54.650806,52.939266,-50.675739,-102.22932
93441250,-39.768471,-176.91382,-71.309509,-74.391319,-74.91198,-110.39355,-58.711224,63.656857,-63.702518,-116.59266,-39.340038,-21.987869,-55.266899,74.376587,-66.953804,165.81236,-67.084618,177.68515,-56.80645,67.686417,-53.425995,-59.084633,-55.835712,60.639519,-57.743736,38.105862,-74.149086,68.764015,-58.202728,64.087982,-48.966614,-143.02913
93752500,-36.763935,172.6494,-66.129532,-93.688393,-68.800774,171.95625,-60.797897,80.978302,-76.1493,-133.10423,-37.618034,-32.572048,-54.859547,58.25528,-63.519508,92.863777,-67.826561,-137.70932,-58.241486,43.381901,-49.637486,-150.62894,-56.270374,61.732143,-59.481701,87.231407,-66.213898,167.93971,-58.350601,45.769726,-50.616852,-158.31273
94063750,-35.134193,158.21187,-62.610744,-111.5917,-72.988754,-125.20984,-57.825264,84.114967,-64.609657,-72.544456,-38.341991,-48.325352,-55.584126,45.940102,-62.751328,73.506531,-77.351456,-41.921963,-51.907269,71.856987,-44.539162,171.55618,-59.491776,29.6964,-62.474701,65.241554,-63.381481,104.91099,-55.022503,40.921658,-52.116127,-149.21568
94375000,-34.232742,147.08792,-65.033745,-123.93153,-67.554703,-154.72139,-60.061691,73.830788,-86.177612,155.0988,-40.700405,-63.086258,-54.779423,54.65192,-66.412117,114.33134,-81.371956,148.36356,-54.244411,47.830853,-42.095173,142.07864,-57.017487,9.5034428,-61.440571,105.45412,-66.590004,74.078018,-56.00396,20.643368,-49.449699,-150.89075
94686250,-33.525536,136.22836,-65.267403,-141.24712,-68.197495,155.37601,-62.870468,99.194397,-65.847137,-157.03563,-44.064014,-80.804916,-58.641037,40.437195,-66.10878,129.661,-67.096832,145.13564,-56.613354,29.74892,-41.402496,133.34206,-59.57671,-28.972075,-59.083096,66.472824,-70.287193,117.98268,-59.236725,-4.5183268,-47.618229,-165.28757
94997500,-33.425407,127.09158,-65.997559,-89.213364,-64.622787,123.61189,-60.966507,72.777008,-66.516998,-121.75181,-51.214603,-95.114449,-58.803242,49.201576,-65.172119,74.857887,-75.824539,141.59541,-62.486683,60.96228,-40.40332,130.56345,-61.951382,-42.243496,-60.137825,49.09119,-67.210716,84.338326,-59.998348,-54.594486,-49.531029,171.55688
95308750,-33.357948,120.2065,-71.391937,-174.1745,-67.886909,143.06189,-59.263683,76.664413,-67.989677,-67.428604,-54.184631,25.673107,-60.572414,78.239388,-65.96933,60.797127,-79.864288,124.17971,-61.902477,61.562469,-39.75227,127.6,-69.940239,-138.0123,-60.10363,56.480209,-62.957424,53.144669,-71.355202,146.66325,-56.464787,-171.10645
95620000,-33.243134,116.40764,-66.979507,-123.52896,-66.52076,85.328545,-60.508621,105.56616,-69.948097,-94.134773,-45.068062,23.266117,-56.704269,59.56942,-66.028656,35.700001,-77.999657,131.63605,-55.175209,48.747414,-39.284214,125.27332,-72.929695,127.08496,-58.02179,85.236252,-64.039543,47.547535,-75.446701,31.74115,-48.499538,-121.45653
95931250,-32.905132,112.96854,-67.890877,-97.050415,-73.695061,57.590153,-60.141674,71.984871,-66.094025,-101.90521,-41.346195,2.5234518,-58.330135,42.757687,-83.244392,160.66862,-73.265419,-3.6578062,-55.800209,51.191833,-38.793415,127.18513,-65.681808,100.49509,-62.030666,69.66851,-70.525902,41.039143,-69.920792,64.34584,-43.150139,-120.1162
96242500,-32.608864,108.47118,-65.389893,-102.04385,-67.750511,-159.06772,-59.554401,78.3974,-64.155045,-109.17749,-39.872913,-9.6736212,-58.154976,21.269566,-66.193382,11.643087,-63.485302,101.64536,-54.955139,38.111874,-37.470882,128.83678,-60.561543,18.702047,-57.446594,70.21756,-66.578682,39.985718,-61.147434,60.507439,-39.858887,-132.81079
96553750,-32.254662,103.53918,-64.123352,-92.201454,-67.118942,167.46634,-56.937405,67.913162,-61.446278,-92.160255,-39.077297,-24.53484,-56.440052,29.875715,-70.987366,17.665384,-72.218346,68.099724,-55.965385,50.913475,-36.408791,123.0437,-59.47636,38.481155,-56.767334,51.5471,-66.041527,22.925249,-61.015083,34.626564,-36.832333,-147.51643
96865000,-32.254097,95.526306,-65.358437,-119.76722,-72.030205,105.2005,-56.70314,52.479305,-65.306984,-152.37469,-38.19342,-33.701641,-56.785809,19.179712,-76.268761,43.191849,-65.312965,18.515518,-54.586514,24.297812,-35.925072,121.30437,-57.884735,33.385529,-55.043339,47.32933,-67.805359,49.711346,-64.96434,64.302048,-35.357391,-165.29471
97176250,-32.666035,87.896912,-61.799389,-76.802963,-70.120445,73.993164,-55.110786,33.0439,-63.177025,-51.280926,-36.908279,-49.876797,-54.404018,18.517002,-67.452644,24.234404,-70.059395,80.399445,-59.467571,9.8703184,-35.054764,120.45265,-60.289063,8.0418043,-55.738083,30.221426,-67.460152,-11.836761,-56.200054,10.208612,-35.362598,179.14812
97487500,-33.29771,84.720032,-77.286858,-57.703979,-67.254555,97.982803,-57.278313,16.636606,-66.199776,-54.925369,-35.21603,-69.402649,-62.302921,15.282906,-67.632851,139.67896,-65.325264,-156.80403,-57.09309,14.914948,-34.026844,118.52174,-60.89933,-32.93589,-58.409512,4.8905516,-65.947906,137.37019,-57.347969,8.1824007,-35.822636,169.31926
97798750,-33.011192,81.867393,-77.117065,-78.517426,-67.983429,110.35095,-59.531075,35.767525,-64.411644,-60.993603,-33.969776,-92.999001,-57.56934,11.14045,-74.428108,55.656437,-69.437996,156.13615,-57.238621,4.9451556,-32.813541,115.63959,-58.11507,-42.760223,-58.473934,17.271721,-62.139,107.77856,-60.263557,-51.872681,-36.163956,164.07193
98110000,-33.101601,75.449211,-76.293053,132.47893,-76.156487,131.88507,-62.590508,-3.9828715,-63.555374,-100.99725,-33.660408,-118.65913,-58.796135,9.2454386,-67.520775,59.929905,-79.799515,6.7463861,-57.684731,-13.878533,-32.0201,111.03675,-58.565388,-90.088074,-63.072941,11.778498,-63.517349,59.043407,-57.431744,-80.053215,-36.4454,157.09138
98421250,-34.294102,71.018005,-65.167267,-98.070808,-66.514908,140.48177,-70.766869,43.119797,-61.820778,-123.81816,-33.620911,-140.6335,-59.305202,-37.427265,-73.038132,3.8159161,-71.640633,-116.29285,-58.85836,-29.765701,-31.642717,103.63677,-60.499451,-85.145836,-71.801979,59.479439,-66.882111,148.74835,-59.846561,-95.118958,-37.288738,154.70563
98732500,-34.745163,73.880821,-71.789742,-103.93507,-73.727585,-152.77611,-58.184628,20.532253,-63.529137,-91.963547,-34.334843,-156.41151,-61.568291,-60.439457,-73.580948,61.314091,-63.085171,179.05272,-58.166653,-48.426895,-31.293848,98.333801,-61.082443,-143.34924,-59.740734,4.9572854,-65.402969,123.23514,-58.126781,-111.68886,-37.590252,157.73987
99043750,-34.770569,69.929497,-63.768238,-134.93697,-65.184639,-165.07094,-60.650867,0.14415115,-63.15836,-118.6796,-34.362961,-166.90575,-60.890079,-59.990284,-68.519363,78.131836,-67.807922,166.94489,-61.360947,-50.303085,-30.835812,94.568993,-64.683968,152.95633,-64.476418,31.618982,-64.904182,39.462635,-64.151321,157.49956,-37.218285,166.60999
99355000,-35.092274,64.491402,-60.984398,-94.566719,-73.969978,-140.00758,-58.918877,51.036118,-65.141335,-120.82535,-34.089024,-177.59137,-66.106682,-35.218613,-89.723686,-110.16013,-74.101601,-152.95659,-70.357071,-82.446236,-30.593042,83.915237,-60.011002,130.05045,-61.390266,41.548588,-67.693268,68.96122,-62.0327,168.59227,-35.072689,171.45892
99666250,-36.083729,60.648209,-68.420464,-159.41747,-76.161392,144.26566,-57.846256,-0.85388011,-63.256794,-106.19749,-33.814354,171.78656,-65.485092,-105.62146,-72.061424,163.45578,-64.834579,79.101929,-62.252079,-84.014084,-31.321033,75.030502,-60.411827,120.99155,-58.055023,13.214161,-71.089546,145.00381,-61.154881,94.679382,-32.907825,166.49138
99977500,-37.308109,63.086033,-60.185909,-109.00112,-71.02681,149.04628,-61.054775,19.740313,-61.355801,-142.16699,-33.543774,161.05074,-62.780849,-140.28946,-66.673904,113.37978,-72.986992,164.49976,-65.947166,-146.01355,-32.514629,74.763008,-60.638607,137.78133,-62.135342,0.98600304,-72.487602,142.22298,-60.506851,70.8032,-31.78545,155.17159
100288750,-38.304417,63.844093,-57.740402,-135.57553,-72.708015,8.2110157,-59.102959,6.8390212,-61.945793,-133.91563,-33.530525,154.8813,-62.960079,-161.42288,-76.496849,-34.351845,-77.27388,78.90155,-62.794003,169.97269,-32.462452,79.44442,-70.05291,69.353745,-62.315018,13.469248,-66.867844,101.50773,-64.310028,101.59438,-31.437328,143.49362
100600000,-39.444206,72.100098,-64.008018,-161.57161,-71.282013,50.144802,-57.498848,-25.708906,-63.85247,-161.07544,-33.215427,151.81113,-63.8419,133.70569,-65.744003,-176.56627,-71.099594,-1.3608651,-67.403839,-171.72539,-32.106102,76.160889,-60.89801,89.510834,-60.280632,-5.9423728,-60.996105,127.63162,-67.434937,139.8761,-31.516268,135.13203
100911250,-39.237518,81.3358,-69.485535,-57.263752,-63.014091,84.47966,-62.487488,-27.2934,-66.703072,-126.10082,-32.170818,147.8011,-67.664848,-142.09402,-68.768845,100.33661,-69.32621,46.194843,-69.399734,-134.42435,-32.216919,72.887451,-58.699589,112.72638,-63.911835,10.588693,-63.778728,129.9283,-67.230484,56.843388,-31.982069,125.02634
101222500,-38.477333,83.519493,-70.069801,159.59099,-71.64563,100.00696,-66.385834,23.436716,-61.604671,164.81317,-31.06225,137.63908,-62.193939,-138.76671,-63.452351,95.986435,-66.478935,61.596066,-60.032166,-158.36026,-32.111778,75.339218,-64.273277,78.403534,-60.605431,-45.111145,-67.304123,73.921188,-63.232616,67.003693,-32.806793,116.11316
101533750,-38.027782,92.717842,-64.748177,-134.61467,-69.146164,-133.4774,-69.479782,-93.186081,-85.449188,-118.33442,-30.741076,125.54638,-58.42569,131.15063,-62.146137,89.354362,-72.58709,105.90628,-63.220325,162.12366,-31.496893,72.19664,-60.37775,80.644592,-74.374008,-38.003708,-62.744305,79.924377,-57.805256,57.326237,-34.510052,112.75294
101845000,-36.636379,94.921593,-71.478226,-121.61134,-69.687019,169.12083,-72.743202,-107.97158,-65.235413,-96.152473,-30.77212,115.32349,-68.265427,143.72249,-59.509296,97.452606,-68.47142,174.35515,-62.21283,114.642,-31.17045,65.40728,-61.904404,25.408268,-68.240211,-178.33409,-68.372231,64.016991,-63.279366,28.773418,-35.062096,116.41144
102156250,-36.283455,92.466576,-67.287445,-81.811226,-84.439842,171.47235,-69.65419,117.64911,-65.111137,-76.558006,-31.212584,105.86813,-67.505707,107.92091,-60.071404,85.613182,-70.888428,127.8139,-69.695107,173.49591,-31.618217,57.304592,-71.782593,-15.698439,-71.666695,41.662922,-62.285793,78.168587,-61.141731,14.257033,-34.781452,113.87785
102467500,-36.428841,90.658058,-64.237419,-61.830433,-67.562225,126.94658,-64.866776,76.054832,-69.70298,-78.465851,-31.982086,95.532433,-62.9883,139.97055,-62.205997,58.284477,-75.572365,71.414627,-65.136215,151.48705,-32.764637,50.47242,-73.810837,-1.0031588,-85.491402,81.139755,-61.38541,76.918655,-76.032845,-122.29886,-35.871861,112.92495
102778750,-36.436405,92.52034,-69.76976,-148.8728,-65.758446,4.9292417,-67.155159,16.354166,-69.721115,-109.82574,-33.73254,85.9534,-61.766918,-177.01303,-72.932877,23.761995,-76.555969,112.90388,-61.280441,-160.27261,-34.166386,50.573143,-70.981667,94.063858,-62.944805,37.81929,-59.161587,86.362175,-67.330772,126.20731,-36.79903,123.85479
